step,action_name,reward,obs_distance_from_entrance,obs_distance_from_last_position_from_high_reward,obs_reward_taken_flag,obs_relevant_thing_in_current_map,map_id,x,y
1,A,0.0,1.0,-1.0,-1.0,0.0,38,3,6
2,B,0.0,1.0,-1.0,-1.0,0.0,38,3,6
3,RIGHT,0.0,1.0,-1.0,-1.0,0.0,38,3,6
4,UP,0.0,1.0,-1.0,-1.0,0.0,38,3,6
5,A,0.0,1.0,-1.0,-1.0,0.0,38,3,6
6,RIGHT,0.0,1.0,-1.0,-1.0,0.0,38,3,6
7,DOWN,0.0,1.0,-1.0,-1.0,0.0,38,3,6
8,LEFT,0.0,1.0,-1.0,-1.0,0.0,38,3,6
9,DOWN,0.0,1.0,-1.0,-1.0,0.0,38,3,6
10,A,0.0,1.0,-1.0,-1.0,0.0,38,3,6
11,RIGHT,0.0,1.0,-1.0,-1.0,0.0,38,4,6
12,UP,0.0,0.0,-1.0,-1.0,0.0,38,4,5
13,UP,0.0,1.0,-1.0,-1.0,0.0,38,4,4
14,RIGHT,0.0,2.0,-1.0,-1.0,0.0,38,5,4
15,LEFT,0.0,3.0,-1.0,-1.0,0.0,38,4,4
16,RIGHT,0.0,2.0,-1.0,-1.0,0.0,38,5,4
17,A,0.0,3.0,-1.0,-1.0,0.0,38,5,4
18,RIGHT,0.0,3.0,-1.0,-1.0,0.0,38,6,4
19,RIGHT,0.0,4.0,-1.0,-1.0,0.0,38,7,4
20,DOWN,0.0,5.0,-1.0,-1.0,0.0,38,7,5
21,A,0.0,4.0,-1.0,-1.0,0.0,38,7,5
22,B,0.0,4.0,-1.0,-1.0,0.0,38,7,5
23,LEFT,0.0,4.0,-1.0,-1.0,0.0,38,6,5
24,LEFT,0.0,3.0,-1.0,-1.0,0.0,38,5,5
25,B,0.0,2.0,-1.0,-1.0,0.0,38,5,5
26,LEFT,0.0,2.0,-1.0,-1.0,0.0,38,4,5
27,DOWN,0.0,1.0,-1.0,-1.0,0.0,38,4,6
